ID,Subject id,Kingdom,Subphylum,Class,Order,Family,Genus,% identity
OTU325,MN096886,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreaceae,g__Trichoderma,99.162
OTU1060,MK018370,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Podosporaceae,g__Cladorrhinum,100
OTU386,MK018372,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Bionectriaceae,g__Clonostachys,100
OTU1021,MK018374,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Xylariaceae,g__Xylaria,100
OTU286,HG936000,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Schizothecium,98.551
OTU252,MK018383,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Parasympodiellales,f__Parasympodiellaceae,g__Badarisama,100
OTU566,MK018388,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Bionectriaceae,g__Geosmithia,100
OTU236,MK018392,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Myceliophthora,100
OTU264,MK018395,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Cordycipitaceae,g__Beauveria,100
OTU191,MT134004,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Coniochaetales,f__Coniochaetaceae,g__Lecythophora,99.422
OTU560,MK018412,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Bionectriaceae,g__Gliomastix,100
OTU427,MK018420,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreaceae,g__Trichoderma,100
OTU239,EF197088,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Neoschizotheciaceae,g__Zygopleurage,97.076
OTU403,MK018426,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Chaetomium,100
OTU309,MT775431,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Glomerellales,f__Plectosphaerellaceae,g__Acrostalagmus,99.194
OTU396,KC305353,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Stachybotryaceae,g__Stachybotrys,98.634
OTU284,KC427050,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Microdochiaceae,g__unclassified,99.118
OTU398,LC198062,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Magnaporthales,f__unclassified,g__unclassified,99.452
OTU346,MK018452,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreaceae,g__Monocillium,100
OTU242,MF380829,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Thielavia,99.125
OTU273,JN802315,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__unclassified,g__unclassified,98.525
OTU317,MK018461,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Chaetomium,100
OTU503,KP336768,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Chaetomium,98.844
OTU298,EUK1006160,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__unclassified,g__unclassified,94.985
OTU528,MK018466,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Cylindrocarpon,100
OTU428,MK018467,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Chaetomium,100
OTU387,MK018758,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Chaetomium,96.866
OTU468,KP335570,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Coniochaetales,f__Coniochaetaceae,g__Coniochaeta,98.266
OTU324,MK018476,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Coronophorales,f__Ceratostomataceae,g__Harzia,100
OTU352,MK018511,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Branch06,f__unclassified,g__unclassified,100
OTU485,MK018512,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Thielavia,100
OTU612,MK018523,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,100
OTU853,MK018526,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Niessliaceae,g__Eucasphaeria,100
OTU308,KY965426,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Neoschizotheciaceae,g__unclassified,99.123
OTU506,MK018534,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Bionectriaceae,g__Acremonium,100
OTU1129,MK018541,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Cordycipitaceae,g__Beauveria,100
OTU353,MK018550,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Diatrypaceae,g__Monosporascus,100
OTU482,MK018560,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Branch06,f__unclassified,g__unclassified,100
OTU955,MK018561,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Subramaniula,100
OTU316,MK018562,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Bionectriaceae,g__Acremonium,100
OTU523,MK018566,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Glomerellales,f__Plectosphaerellaceae,g__Gibellulopsis,100
OTU710,MK018580,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,100
OTU654,KT878353,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Sarocladiaceae,g__Sarocladium,98.907
OTU1179,MK018590,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Coronophorales,f__Ceratostomataceae,g__Melanospora,100
OTU714,MK018593,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Cosmospora,100
OTU1082,MK018594,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Bionectriaceae,g__Acremonium,100
OTU657,MK018597,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Thielavia,100
OTU555,MN644750,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Coniochaetales,f__Coniochaetaceae,g__unclassified,94
OTU357,LT633931,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Cephalothecales,f__Cephalothecaceae,g__Phialemonium,99.12
OTU507,MK018612,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Podosporaceae,g__Cladorrhinum,100
OTU444,MF980633,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Madurella,99.422
OTU590,MK018632,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__unclassified,f__unclassified,g__unclassified,100
OTU569,JN802311,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Schizotheciaceae,g__Lundqvistomyces,97.923
OTU962,MK018642,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Sarocladiaceae,g__Sarocladium,100
OTU281,MK018643,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Microascales,f__Microascaceae,g__unclassified,100
OTU469,MK018646,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Diaporthales,f__Schizoparmaceae,g__Coniella,100
OTU829,MK018652,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Chaetomium,100
OTU1157,MK018659,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Magnaporthales,f__Magnaporthaceae,g__Magnaporthiopsis,100
OTU862,MK018663,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Glomerellales,f__Plectosphaerellaceae,g__Sodiomyces,100
OTU687,MK018693,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Cordycipitaceae,g__Lecanicillium,100
OTU611,MK018698,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Bionectriaceae,g__Acremonium,100
OTU667,MK018699,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Bionectriaceae,g__Geosmithia,100
OTU753,MK018723,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Bionectriaceae,g__Gliomastix,100
OTU629,MK018736,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Ilyonectria,100
OTU878,MK018738,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Bionectriaceae,g__Gliomastix,100
OTU632,MK018742,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Amphisphaeriales,f__Hyponectriaceae,g__Monographella,100
OTU640,MK018743,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Glomerellales,f__Plectosphaerellaceae,g__Chordomyces,100
OTU1144,MK018750,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Bionectriaceae,g__Acremonium,100
OTU1234,MK018751,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Thielavia,100
OTU823,MK018754,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Thielavia,100
OTU854,KF871460,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__unclassified,g__unclassified,96.83
OTU1015,MK018758,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Chaetomium,100
OTU725,MK018761,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Bionectriaceae,g__Acremonium,100
OTU1221,KY853442,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Chaetosphaeriales,f__Helminthosphaeriaceae,g__Endophragmiella,98.261
OTU453,MK018775,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Microascales,f__Microascaceae,g__Microascus,100
OTU1034,MK018776,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Chaetomium,100
OTU670,MK018803,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,100
OTU1018,MK018804,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Bionectriaceae,g__Acremonium,100
OTU1207,MK018805,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Bionectriaceae,g__Acremonium,100
OTU1156,MK018818,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Neoschizotheciaceae,g__Cercophora,100
OTU739,MK018820,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Coniochaetales,f__Coniochaetaceae,g__Coniochaeta,100
OTU666,MK018821,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Branch06,f__unclassified,g__unclassified,100
OTU808,MK018837,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,100
OTU1223,MK018845,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Thielavia,100
OTU985,MK018855,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__unclassified,f__unclassified,g__unclassified,100
OTU747,MK018867,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Branch06,f__unclassified,g__unclassified,100
OTU1133,KT878336,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Sarocladiaceae,g__Sarocladium,100
OTU1026,MK018879,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Myceliophthora,100
OTU1008,MK018881,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Glomerellales,f__Plectosphaerellaceae,g__Plectosphaerella,100
OTU865,MK018887,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Xylariaceae,g__Ascotricha,100
OTU1212,MK018895,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Nectria,100
OTU1162,MG274303,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Gibberella,99.12
OTU834,MK018910,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Humicola,100
OTU976,MK018911,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__unclassified,f__unclassified,g__unclassified,100
OTU1200,EUK0143581,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Diplocladiellales,f__Diplocladiellaceae,g__Diplocladiella,98.867
OTU816,MK018940,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Glomerellales,f__Plectosphaerellaceae,g__Lectera,100
OTU947,MK018943,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Atractosporales,f__Conlariaceae,g__Conlarium,100
OTU904,EUK1007938,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Bombardiaceae,g__Ramophialophora,98.824
OTU963,MK018952,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__unclassified,f__unclassified,g__unclassified,100
OTU1232,MK018965,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Stachybotryaceae,g__Achroiostachys,100
OTU1083,KY129990,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Cordycipitaceae,g__Simplicillium,99.191
OTU786,MK336486,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Sarocladiaceae,g__Sarocladium,99.18
OTU733,JN802294,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Diatrypaceae,g__Monosporascus,97.507
OTU556,EUK0098999,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__unclassified,g__unclassified,96.821
OTU1002,MK019021,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__unclassified,g__unclassified,100
OTU809,MK019032,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Cordycipitaceae,g__Lecanicillium,100
OTU967,MK019035,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Microascales,f__Microascaceae,g__Microascus,100
OTU766,MK019039,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Microascales,f__Microascaceae,g__Kernia,100
OTU680,MK019051,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Bionectriaceae,g__Acremonium,100
OTU1196,MK019064,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Microascales,f__Graphiaceae,g__Graphium,100
OTU607,MK019067,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Diatrypaceae,g__Eutypella,100
OTU1053,KJ371100,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Gibberella,99.118
OTU1178,MK019087,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__unclassified,g__unclassified,100
OTU1219,EUK1006739,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Coniochaetales,f__Coniochaetaceae,g__Coniochaeta,97.983
OTU1210,MK019097,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Microascales,f__Halosphaeriaceae,g__unclassified,100
OTU1115,MH424144,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Bionectriaceae,g__Xanthonectria,99.454
OTU873,MK019132,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Microdochiaceae,g__Idriella,100
OTU1050,MK019159,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Ophiostomatales,f__Ophiostomataceae,g__Sporothrix,100
OTU1202,MK019163,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Bionectriaceae,g__Acremonium,100
OTU1291,MK019179,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Microascales,f__Microascaceae,g__Petriella,100
OTU1173,MK019182,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Mycothermus,100
OTU1199,MK934590,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Glomerellales,f__Plectosphaerellaceae,g__Verticillium,99.438
OTU1177,KX958072,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Chaetomium,94.767
OTU162,WUWT01000009,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreaceae,g__Trichoderma,99.448
OTU345,EUK1009634,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Neoschizotheciaceae,g__Immersiella,98.251
OTU344,EUK1012084,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Coniochaetales,f__Coniochaetaceae,g__Coniochaeta,99.133
OTU843,EUK1009131,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Myrotheciomycetaceae,g__Trichothecium,99.187
OTU578,EUK1012968,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreaceae,g__Trichoderma,98.901
OTU334,EUK1105445,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Amphisphaeriales,f__Apiosporaceae,g__Nigrospora,99.42
OTU559,EUK1011093,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Amphisphaeriales,f__Amphisphaeriaceae,g__Pestalotia,99.123
OTU635,EUK1122139,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__unclassified,g__unclassified,98.837
OTU803,EUK1010624,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Amphisphaeriales,f__Apiosporaceae,g__Nigrospora,99.13
OTU486,MK018362,k__Fungi,p__Ascomycota,c__unclassified,o__unclassified,f__unclassified,g__unclassified,100
OTU535,MK018396,k__Fungi,p__Ascomycota,c__unclassified,o__unclassified,f__unclassified,g__unclassified,100
OTU196,MK018400,k__Fungi,p__Ascomycota,c__unclassified,o__unclassified,f__unclassified,g__unclassified,100
OTU200,MK018405,k__Fungi,p__Ascomycota,c__unclassified,o__unclassified,f__unclassified,g__unclassified,100
OTU306,MK018506,k__Fungi,p__Ascomycota,c__unclassified,o__unclassified,f__unclassified,g__unclassified,100
OTU349,MK018520,k__Fungi,p__Ascomycota,c__unclassified,o__unclassified,f__unclassified,g__unclassified,100
OTU466,MK018608,k__Fungi,p__Ascomycota,c__unclassified,o__unclassified,f__unclassified,g__unclassified,100
OTU1046,MK019101,k__Fungi,p__Ascomycota,c__unclassified,o__unclassified,f__unclassified,g__unclassified,95.141
OTU874,EUK0065866,k__Fungi,p__Ascomycota,c__unclassified,o__unclassified,f__unclassified,g__unclassified,96.923
OTU1016,EUK0050205,k__Fungi,p__Ascomycota,c__unclassified,o__unclassified,f__unclassified,g__unclassified,97.661
OTU1139,MK019101,k__Fungi,p__Ascomycota,c__unclassified,o__unclassified,f__unclassified,g__unclassified,100
OTU1289,MK019117,k__Fungi,p__Ascomycota,c__unclassified,o__unclassified,f__unclassified,g__unclassified,100
OTU1012,MK019176,k__Fungi,p__Ascomycota,c__unclassified,o__unclassified,f__unclassified,g__unclassified,100
OTU55,MK018229,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Agaricales_fam_incertae_sedis,g__Panaeolus,100
OTU107,MN472888,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Corticiales,f__Corticiaceae,g__Waitea,99.736
OTU75,MK018272,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Cantharellales_fam_incertae_sedis,g__Minimedusa,100
OTU67,MK018275,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,g__Entoloma,100
OTU108,MK018295,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinellus,100
OTU72,MK018309,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Bolbitiaceae,g__Conocybe,100
OTU143,MK018315,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Bolbitiaceae,g__Conocybe,100
OTU195,MK018318,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,f__unclassified,g__unclassified,100
OTU30,MK018319,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,g__Clitopilus,100
OTU187,MK018325,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Sparassidaceae,g__Sparassis,100
OTU268,MK018328,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agar27D,f__unclassified,g__unclassified,100
OTU128,MK018330,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Hygrophoraceae,g__Arrhenia,100
OTU115,MK018352,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinellus,100
OTU154,MK018356,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinopsis,100
OTU140,MK018359,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinopsis,100
OTU232,MK018360,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Stephanosporaceae,g__Cristinia,100
OTU231,MK018361,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Sparassidaceae,g__Sparassis,100
OTU176,MK018368,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Bolbitiaceae,g__Conocybe,100
OTU423,MK018373,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Agaricales_fam_incertae_sedis,g__Panaeolus,100
OTU203,MK018377,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinopsis,100
OTU175,EU693449,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Corticiales,f__Corticiaceae,g__Waitea,98.933
OTU185,MK018381,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Bolbitiaceae,g__Conocybe,100
OTU214,MK018404,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Hygrophoraceae,g__Arrhenia,100
OTU204,MK018409,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinopsis,100
OTU332,MK018418,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinopsis,100
OTU192,AF354082,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae,g__Thanatephorus,99.05
OTU289,MK018425,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinellus,100
OTU125,MK018429,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Marasmiaceae,g__Marasmius,100
OTU318,MK018446,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae,g__Ceratobasidium,100
OTU378,MK018456,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinellus,100
OTU417,MK018492,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,g__Entoloma,100
OTU165,MK018503,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Bolbitiaceae,g__Bolbitius,100
OTU477,MK018504,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__unclassified,g__unclassified,100
OTU363,EUK1654559,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Clavariaceae,g__Clavaria,93.464
OTU227,MK018517,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Nidulariaceae,g__Cyathus,100
OTU401,MK018518,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__Auriculariaceae,g__Exidia,100
OTU375,MK018522,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,f__Serendipitaceae,g__unclassified,100
OTU314,MK018525,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Geastrales,f__Geastraceae,g__Geastrum,100
OTU359,MK018532,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__Oliveoniaceae,g__Oliveonia,100
OTU388,MK018546,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__unclassified,g__unclassified,100
OTU582,MK018547,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agar27D,f__unclassified,g__unclassified,100
OTU369,MK018551,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,g__Entoloma,100
OTU356,MK018557,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Crepidotaceae,g__Pleuroflammula,100
OTU414,MK018563,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,g__Entoloma,100
OTU305,MK018570,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Bolbitiaceae,g__Conocybe,100
OTU307,MK018574,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Agaricaceae,g__Chlorophyllum,100
OTU677,MK018576,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__Oliveoniaceae,g__Oliveonia,100
OTU1014,MK018578,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__Auriculariaceae,g__Exidia,100
OTU478,MK018583,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Parasola,100
OTU521,MK018586,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agar27D,f__unclassified,g__unclassified,100
OTU180,MK018588,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Agaricales_fam_incertae_sedis,g__Melanoleuca,100
OTU642,MK018602,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Pluteaceae,g__unclassified,100
OTU525,MK018618,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Bolbitiaceae,g__Conocybe,100
OTU651,MK018625,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Agaricaceae,g__Leucoagaricus,100
OTU563,MG835864,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Polyporaceae,g__Ganoderma,99.486
OTU372,MK018638,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinopsis,100
OTU416,MK018641,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__unclassified,g__unclassified,100
OTU484,MK018644,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Corticiales,f__Corticiaceae,g__Laetisaria,100
OTU1030,MK018655,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,g__Entoloma,100
OTU538,MH567059,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Psathyrella,99.495
OTU620,MK018664,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,g__Entoloma,100
